tenure,MonthlyCharges,TotalCharges,Contract,InternetService,TechSupport,PaperlessBilling,PaymentMethod,SeniorCitizen,Partner,Dependents,Churn
29,1050.0,30406.66,Month-to-month,DSL,No,Yes,Credit card,0,No,No,1
0,468.54,34.67,Month-to-month,DSL,No,Yes,Credit card,0,No,No,1
66,866.16,57107.7,Month-to-month,DSL,Yes,Yes,Electronic check,0,No,Yes,0
1,1165.39,1152.11,Month-to-month,No,Yes,Yes,Credit card,0,Yes,No,1
18,646.04,11583.47,Two year,DSL,No,No,Mailed check,0,Yes,No,0
29,584.62,16881.34,Month-to-month,DSL,No,No,Credit card,0,No,Yes,0
49,730.84,35854.8,Month-to-month,DSL,No,Yes,Electronic check,0,Yes,No,1
30,1153.92,34591.54,Month-to-month,Fiber optic,No,No,Mailed check,0,Yes,No,1
38,858.23,32622.25,Two year,No,No,Yes,Electronic check,0,No,Yes,1
9,640.64,5690.32,One year,DSL,No,Yes,Electronic check,1,Yes,No,1
40,945.16,37769.42,Month-to-month,DSL,No,Yes,Electronic check,0,Yes,No,0
2,469.31,976.43,Month-to-month,DSL,Yes,No,Credit card,0,No,Yes,1
54,1004.41,54367.39,Two year,DSL,No,No,Electronic check,0,Yes,No,0
19,922.58,17430.25,Two year,DSL,Yes,Yes,Electronic check,0,Yes,No,0
40,707.66,28296.24,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,Yes,1
14,548.42,7698.55,Month-to-month,DSL,No,Yes,Bank transfer,0,No,No,1
24,534.0,12785.09,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,No,1
17,960.45,16370.04,Month-to-month,DSL,No,Yes,Electronic check,0,Yes,No,1
31,1168.69,36186.18,One year,No,No,Yes,Mailed check,1,No,No,0
2,608.81,1225.31,Two year,No,No,No,Bank transfer,0,No,No,1
1,937.52,911.41,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,No,1
6,200.0,1260.97,Two year,Fiber optic,No,No,Electronic check,0,No,No,0
4,624.61,2464.64,Month-to-month,Fiber optic,No,No,Electronic check,1,Yes,No,1
49,790.68,38725.84,One year,Fiber optic,No,Yes,Credit card,0,No,No,0
5,527.09,2682.76,One year,Fiber optic,Yes,No,Mailed check,0,Yes,No,1
72,519.05,37320.06,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,No,0
9,599.67,5400.43,Month-to-month,No,No,Yes,Electronic check,0,No,No,1
4,887.66,3459.5,One year,No,No,Yes,Mailed check,0,Yes,Yes,0
37,743.8,27466.25,Month-to-month,DSL,No,No,Electronic check,0,Yes,No,1
25,200.0,5019.11,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,No,1
16,200.0,3150.47,Month-to-month,DSL,No,Yes,Mailed check,0,No,No,1
19,617.94,11713.64,Two year,DSL,No,Yes,Mailed check,0,Yes,No,0
30,937.31,28143.83,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,Yes,1
6,200.0,1171.04,Two year,DSL,Yes,No,Bank transfer,0,Yes,No,0
72,650.08,46846.97,Month-to-month,No,No,No,Credit card,0,Yes,No,0
72,642.13,46243.83,One year,DSL,Yes,Yes,Mailed check,0,Yes,No,0
25,1216.5,30434.32,One year,Fiber optic,Yes,Yes,Bank transfer,0,Yes,Yes,0
5,684.49,3484.52,Two year,Fiber optic,No,Yes,Credit card,1,Yes,No,0
27,914.9,24718.2,Month-to-month,Fiber optic,Yes,No,Credit card,0,Yes,No,1
1,842.38,919.32,One year,Fiber optic,No,Yes,Mailed check,1,No,Yes,1
0,200.0,45.56,One year,No,No,Yes,Bank transfer,1,No,No,1
7,1030.46,7187.06,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,No,1
14,864.62,12169.32,Month-to-month,Fiber optic,No,Yes,Mailed check,1,Yes,No,1
48,952.48,45732.26,Month-to-month,DSL,Yes,No,Electronic check,0,No,No,0
31,1977.87,61294.28,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,No,0
32,200.0,6413.92,Two year,No,Yes,No,Mailed check,0,No,No,0
13,1317.41,17181.93,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,Yes,0
10,713.77,7160.41,Month-to-month,No,No,No,Bank transfer,0,Yes,Yes,1
11,886.2,9839.31,One year,Fiber optic,No,No,Mailed check,0,Yes,Yes,0
72,786.35,56671.26,Month-to-month,DSL,No,Yes,Mailed check,0,Yes,Yes,0
0,672.73,26.16,Month-to-month,DSL,No,No,Electronic check,0,No,No,1
48,629.05,30143.1,Month-to-month,DSL,No,Yes,Electronic check,0,No,No,0
20,898.85,17968.07,Two year,Fiber optic,No,No,Bank transfer,0,No,Yes,0
13,344.85,4486.61,Two year,Fiber optic,Yes,No,Credit card,0,No,Yes,0
31,1025.17,31815.22,Two year,DSL,No,No,Electronic check,1,Yes,No,0
16,675.14,10834.13,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,Yes,1
49,460.98,22596.46,One year,Fiber optic,No,Yes,Credit card,0,No,No,0
55,665.0,36580.81,Month-to-month,Fiber optic,Yes,Yes,Electronic check,1,No,Yes,0
13,1177.14,15338.9,Month-to-month,DSL,No,Yes,Credit card,0,No,No,1
7,639.4,4432.87,Month-to-month,DSL,No,No,Mailed check,0,Yes,No,1
21,907.54,19143.03,One year,DSL,Yes,No,Mailed check,0,No,No,0
58,580.71,33579.0,Month-to-month,DSL,No,No,Electronic check,0,No,No,1
5,1027.38,5209.65,Month-to-month,DSL,No,Yes,Electronic check,1,Yes,No,1
23,1005.65,23127.74,Month-to-month,DSL,No,No,Electronic check,0,Yes,Yes,1
23,1354.58,31205.53,Month-to-month,Fiber optic,No,No,Credit card,0,Yes,No,0
31,747.33,23185.45,One year,DSL,No,No,Bank transfer,0,No,No,0
3,1000.6,3019.09,Month-to-month,No,Yes,Yes,Bank transfer,0,Yes,No,0
30,829.42,24910.32,One year,DSL,No,Yes,Credit card,0,Yes,No,0
57,1188.76,67799.86,Month-to-month,DSL,Yes,Yes,Electronic check,1,Yes,No,0
4,584.35,2320.96,Two year,Fiber optic,No,No,Bank transfer,1,No,No,1
6,1023.5,6192.75,One year,DSL,Yes,No,Mailed check,0,Yes,No,0
72,741.59,53340.31,Month-to-month,No,Yes,No,Credit card,0,Yes,No,0
4,780.74,3122.71,Month-to-month,DSL,No,Yes,Electronic check,0,No,Yes,1
46,827.53,38107.98,One year,No,Yes,Yes,Bank transfer,0,No,No,0
16,875.67,14060.5,Two year,No,Yes,No,Credit card,0,Yes,No,0
6,765.13,4613.83,Month-to-month,Fiber optic,No,No,Mailed check,0,No,Yes,0
49,864.41,42336.61,Month-to-month,Fiber optic,Yes,No,Electronic check,1,No,Yes,0
14,1273.44,17872.93,Two year,Fiber optic,Yes,No,Mailed check,0,Yes,Yes,0
17,1095.63,18592.33,One year,Fiber optic,No,Yes,Electronic check,0,Yes,No,1
10,1060.75,10695.03,Month-to-month,Fiber optic,No,No,Bank transfer,0,No,No,1
21,663.34,13925.87,Month-to-month,DSL,No,No,Credit card,0,Yes,Yes,1
4,533.23,2055.93,Month-to-month,DSL,No,Yes,Mailed check,0,Yes,No,0
11,1086.59,11892.76,One year,Fiber optic,No,Yes,Mailed check,0,No,No,0
72,1062.81,76524.79,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,No,No,0
7,1241.8,8699.6,Two year,No,No,Yes,Electronic check,0,No,Yes,0
25,618.81,15568.63,Month-to-month,DSL,Yes,No,Electronic check,0,Yes,No,0
9,731.14,6528.29,Month-to-month,No,No,Yes,Credit card,0,No,No,0
35,308.15,10787.39,One year,DSL,No,Yes,Bank transfer,0,Yes,No,0
3,682.26,1993.8,Two year,Fiber optic,No,Yes,Electronic check,0,No,No,0
72,1098.97,79101.29,Two year,DSL,Yes,Yes,Electronic check,0,No,No,0
14,660.05,9324.92,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,1,No,No,0
6,992.14,5896.05,One year,DSL,No,No,Bank transfer,0,Yes,Yes,0
1,742.85,772.2,One year,Fiber optic,Yes,Yes,Credit card,0,No,Yes,1
4,897.22,3608.51,Month-to-month,No,No,Yes,Electronic check,1,No,No,1
17,455.69,7745.57,Month-to-month,Fiber optic,No,Yes,Credit card,0,No,Yes,1
9,825.56,7456.04,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,Yes,Yes,1
42,200.0,8342.0,Month-to-month,No,Yes,Yes,Bank transfer,0,No,No,0
13,743.93,9753.92,Two year,Fiber optic,No,Yes,Bank transfer,0,Yes,Yes,0
6,310.86,1961.39,Month-to-month,Fiber optic,No,No,Electronic check,1,No,No,1
23,1161.8,26723.72,Two year,DSL,No,No,Credit card,0,No,No,0
29,1033.22,30084.6,Month-to-month,No,Yes,Yes,Electronic check,0,Yes,No,1
4,940.0,3740.05,One year,Fiber optic,Yes,Yes,Electronic check,0,Yes,Yes,0
4,1256.3,5045.23,Month-to-month,DSL,No,No,Credit card,0,Yes,Yes,0
0,515.33,71.59,Month-to-month,DSL,Yes,No,Bank transfer,0,No,Yes,1
31,1324.21,41027.53,Month-to-month,No,No,Yes,Credit card,0,Yes,Yes,1
26,1079.66,28002.02,Month-to-month,DSL,No,No,Mailed check,0,Yes,Yes,1
15,729.03,10854.92,One year,No,No,No,Mailed check,0,No,No,0
44,1140.69,50293.23,Month-to-month,DSL,No,No,Credit card,1,Yes,No,0
39,468.11,18229.91,One year,Fiber optic,Yes,Yes,Electronic check,0,Yes,No,1
21,552.65,11596.27,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,No,No,0
48,617.42,29580.67,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,Yes,No,0
5,641.31,3253.95,Month-to-month,No,No,No,Credit card,1,Yes,No,1
2,483.03,926.99,Two year,Fiber optic,No,No,Electronic check,0,Yes,Yes,0
7,1166.92,8143.91,One year,Fiber optic,Yes,Yes,Bank transfer,0,No,No,0
1,722.34,737.32,Month-to-month,DSL,No,No,Credit card,0,No,No,1
18,905.75,16250.32,Month-to-month,DSL,No,No,Mailed check,0,Yes,Yes,1
66,628.89,41498.11,Month-to-month,DSL,No,No,Bank transfer,0,Yes,No,0
0,253.82,70.11,Two year,Fiber optic,Yes,No,Credit card,0,Yes,No,0
3,881.02,2664.46,One year,DSL,Yes,No,Bank transfer,0,No,Yes,1
14,226.32,3175.06,Month-to-month,DSL,Yes,Yes,Credit card,0,Yes,No,0
65,779.41,50672.38,One year,Fiber optic,No,No,Mailed check,0,No,No,1
9,389.51,3486.09,Month-to-month,Fiber optic,Yes,No,Electronic check,1,Yes,No,1
16,1396.18,22438.73,Two year,Fiber optic,No,Yes,Electronic check,1,No,No,0
1,1073.41,1032.8,Month-to-month,DSL,No,Yes,Electronic check,0,No,No,1
3,831.73,2505.72,One year,DSL,No,No,Electronic check,0,No,No,1
72,1179.11,84901.82,Month-to-month,No,No,Yes,Bank transfer,0,Yes,Yes,1
72,546.11,39370.01,One year,DSL,Yes,No,Electronic check,1,No,No,0
0,963.04,55.16,One year,No,No,Yes,Electronic check,0,Yes,No,0
72,859.94,61914.3,One year,No,No,Yes,Electronic check,1,Yes,Yes,0
24,879.21,21115.48,One year,Fiber optic,No,Yes,Credit card,0,Yes,No,0
48,1181.71,56738.32,Two year,DSL,No,Yes,Bank transfer,0,No,No,0
14,1019.75,14162.86,Month-to-month,No,No,No,Mailed check,0,No,Yes,1
17,886.62,14993.04,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,No,No,0
16,303.53,4826.29,Month-to-month,Fiber optic,Yes,Yes,Electronic check,1,No,Yes,1
26,511.99,13283.56,Two year,DSL,Yes,Yes,Credit card,0,Yes,No,0
3,763.19,2229.6,Month-to-month,DSL,No,Yes,Bank transfer,0,No,No,1
0,828.01,37.48,One year,DSL,Yes,Yes,Electronic check,0,No,Yes,0
8,460.94,3687.62,One year,Fiber optic,No,No,Bank transfer,0,No,No,1
29,1523.5,44170.85,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,Yes,No,0
5,1254.92,6211.78,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,No,1
26,980.64,25494.3,Month-to-month,Fiber optic,No,Yes,Credit card,1,No,Yes,0
72,821.61,59024.66,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,Yes,0
2,736.34,1464.53,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,Yes,No,1
26,514.42,13378.2,Month-to-month,No,Yes,Yes,Electronic check,0,No,No,1
14,823.24,11537.51,Two year,DSL,No,No,Electronic check,0,No,No,0
48,877.33,42033.43,Two year,Fiber optic,Yes,No,Electronic check,0,Yes,No,0
4,427.47,1721.13,Month-to-month,DSL,Yes,No,Credit card,0,Yes,No,0
28,900.25,25155.01,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,Yes,1
43,753.42,32356.53,Month-to-month,Fiber optic,Yes,Yes,Mailed check,0,No,Yes,1
69,227.66,15744.28,One year,No,No,Yes,Mailed check,0,Yes,No,1
27,541.88,14731.59,Two year,DSL,No,No,Credit card,0,Yes,No,0
16,675.92,10817.26,Month-to-month,No,No,No,Credit card,1,No,No,1
23,1366.31,31384.19,Month-to-month,DSL,No,Yes,Bank transfer,0,No,No,1
48,966.97,46423.8,One year,Fiber optic,No,Yes,Credit card,0,Yes,No,0
20,399.36,8034.06,One year,DSL,Yes,No,Credit card,0,Yes,No,0
0,945.81,31.05,Month-to-month,No,Yes,No,Credit card,0,No,Yes,1
64,335.81,21628.92,One year,Fiber optic,No,No,Bank transfer,0,No,No,0
28,1124.81,31458.84,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,No,1
27,658.66,17796.5,Month-to-month,No,No,No,Mailed check,0,No,No,1
5,771.91,3936.99,One year,DSL,No,Yes,Bank transfer,0,Yes,No,1
25,1197.74,30017.78,Two year,DSL,Yes,No,Mailed check,0,No,No,0
12,413.85,4868.71,Month-to-month,No,No,No,Electronic check,0,Yes,No,1
25,380.86,9521.45,Two year,DSL,No,No,Bank transfer,0,Yes,Yes,0
2,624.92,1324.07,Month-to-month,DSL,No,Yes,Credit card,0,Yes,No,1
25,1111.51,27932.37,One year,Fiber optic,No,Yes,Electronic check,0,Yes,No,0
72,344.2,24817.31,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,No,Yes,1
1,200.0,181.61,Two year,DSL,No,Yes,Bank transfer,0,No,Yes,0
72,664.65,47804.51,Two year,DSL,No,No,Credit card,0,No,No,0
12,965.52,11697.2,Month-to-month,DSL,Yes,Yes,Credit card,0,Yes,Yes,1
49,1160.08,56880.28,Two year,Fiber optic,No,Yes,Bank transfer,0,Yes,No,1
36,661.05,23755.45,Two year,No,Yes,No,Mailed check,0,Yes,No,0
20,676.57,13521.28,One year,No,Yes,Yes,Electronic check,1,Yes,No,0
32,1146.17,36692.96,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,No,1
50,239.08,11981.06,Two year,DSL,No,Yes,Bank transfer,1,Yes,No,0
12,683.44,8156.34,Two year,No,Yes,No,Credit card,0,No,No,0
9,857.13,7683.43,Month-to-month,Fiber optic,No,Yes,Credit card,0,No,No,1
26,934.77,24221.26,Two year,DSL,Yes,No,Electronic check,1,Yes,No,0
39,647.06,25287.25,Month-to-month,No,No,Yes,Bank transfer,0,No,Yes,1
34,810.33,27534.22,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,Yes,0
38,200.0,7623.32,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,Yes,1
13,602.53,7903.94,One year,Fiber optic,No,Yes,Electronic check,0,No,No,1
40,936.05,37453.1,One year,DSL,No,Yes,Electronic check,0,Yes,No,0
3,505.31,1510.29,Month-to-month,DSL,No,Yes,Credit card,1,Yes,No,1
18,817.7,14728.21,Two year,Fiber optic,No,Yes,Electronic check,1,No,No,0
0,934.06,3.16,Month-to-month,DSL,No,Yes,Electronic check,0,Yes,No,0
9,697.24,6337.43,Month-to-month,Fiber optic,No,Yes,Credit card,0,No,No,1
10,851.14,8526.93,Month-to-month,Fiber optic,No,Yes,Mailed check,0,Yes,No,1
12,511.18,6106.94,One year,Fiber optic,No,Yes,Electronic check,1,Yes,No,1
28,738.02,20716.86,Two year,Fiber optic,Yes,Yes,Electronic check,0,No,No,0
11,983.06,10875.24,One year,Fiber optic,Yes,No,Electronic check,0,No,Yes,0
14,847.09,11792.37,Two year,No,No,No,Electronic check,0,Yes,No,0
6,624.04,3820.88,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,No,1
11,867.26,9558.15,Month-to-month,DSL,No,Yes,Bank transfer,0,No,No,1
6,1014.38,6100.46,Month-to-month,DSL,No,No,Electronic check,1,Yes,Yes,0
1,200.0,250.33,Month-to-month,DSL,No,Yes,Mailed check,0,No,No,1
22,1147.72,25221.54,Month-to-month,DSL,Yes,No,Credit card,1,No,No,0
26,699.12,18224.92,One year,DSL,No,Yes,Mailed check,0,No,No,0
23,927.65,21317.04,Month-to-month,DSL,No,No,Credit card,0,No,Yes,1
14,1159.17,16154.69,One year,Fiber optic,No,Yes,Mailed check,0,No,No,1
11,388.5,4223.59,Month-to-month,No,No,No,Mailed check,0,No,No,1
47,587.17,27625.23,Month-to-month,DSL,Yes,Yes,Bank transfer,1,No,Yes,0
17,713.44,12081.13,One year,Fiber optic,No,No,Electronic check,0,No,No,1
15,564.87,8553.61,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,Yes,1
0,1320.48,59.46,Two year,DSL,Yes,Yes,Bank transfer,0,Yes,No,0
10,542.97,5496.36,One year,No,No,No,Mailed check,0,No,No,1
11,633.34,6972.93,Month-to-month,Fiber optic,No,Yes,Credit card,1,No,No,1
12,861.32,10348.69,Two year,Fiber optic,No,No,Credit card,0,Yes,No,0
20,439.36,8727.42,Month-to-month,Fiber optic,Yes,Yes,Mailed check,0,Yes,No,1
18,681.3,12313.11,Month-to-month,DSL,No,No,Bank transfer,0,No,Yes,1
22,895.24,19714.18,One year,Fiber optic,No,Yes,Mailed check,0,No,No,0
34,700.14,23833.19,Month-to-month,DSL,No,No,Credit card,0,Yes,Yes,1
40,771.98,30963.77,Two year,No,No,No,Credit card,0,No,No,0
30,641.2,19205.71,Two year,Fiber optic,No,Yes,Credit card,0,No,Yes,0
72,345.66,24881.13,Two year,Fiber optic,No,No,Electronic check,0,No,Yes,0
0,896.48,16.33,Month-to-month,DSL,No,No,Bank transfer,1,No,No,1
5,1326.48,6585.63,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,No,1
0,805.52,0.0,One year,Fiber optic,Yes,No,Electronic check,0,No,No,1
25,867.58,21714.13,Month-to-month,Fiber optic,Yes,Yes,Credit card,1,No,No,1
54,1007.82,54405.84,Month-to-month,Fiber optic,Yes,No,Electronic check,0,No,No,0
6,419.2,2580.65,Month-to-month,Fiber optic,Yes,Yes,Credit card,1,Yes,No,1
62,1310.75,81191.23,Month-to-month,No,Yes,Yes,Electronic check,1,Yes,Yes,0
1,860.7,916.84,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,Yes,No,1
65,1289.56,83854.27,Two year,No,Yes,Yes,Electronic check,0,Yes,No,0
10,580.09,5772.46,Two year,No,No,No,Mailed check,0,No,No,0
2,1345.42,2644.62,Month-to-month,Fiber optic,Yes,No,Electronic check,0,No,No,0
15,1032.55,15384.19,Month-to-month,DSL,No,Yes,Bank transfer,0,No,No,1
7,965.91,6721.63,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,No,No,1
8,870.21,7014.02,Two year,No,No,No,Bank transfer,0,Yes,Yes,0
8,725.44,5800.73,Month-to-month,DSL,No,Yes,Electronic check,0,No,Yes,1
38,1160.16,44144.21,One year,Fiber optic,No,Yes,Electronic check,0,No,Yes,1
18,842.11,15126.95,Month-to-month,No,No,Yes,Electronic check,1,No,Yes,1
8,209.88,1714.39,One year,Fiber optic,Yes,Yes,Mailed check,0,No,No,1
22,464.84,10190.69,Month-to-month,Fiber optic,No,Yes,Credit card,0,No,Yes,0
30,744.25,22279.11,One year,DSL,No,No,Credit card,1,No,No,0
7,893.0,6245.64,Month-to-month,DSL,No,Yes,Electronic check,0,Yes,No,1
12,783.02,9363.03,One year,Fiber optic,No,No,Bank transfer,0,No,Yes,0
3,1165.69,3419.93,Month-to-month,DSL,No,Yes,Bank transfer,0,No,No,1
4,214.67,849.56,One year,DSL,No,Yes,Electronic check,0,Yes,No,1
27,843.08,22768.38,Two year,No,Yes,No,Mailed check,0,No,Yes,0
4,254.61,1081.84,Month-to-month,DSL,No,Yes,Mailed check,0,No,No,1
17,1027.91,17521.37,Two year,No,Yes,Yes,Electronic check,0,No,Yes,0
29,771.66,22439.21,One year,No,No,No,Electronic check,0,No,Yes,0
2,925.88,1887.78,Month-to-month,DSL,Yes,Yes,Electronic check,1,No,No,1
20,540.84,10833.33,Month-to-month,DSL,Yes,No,Bank transfer,0,Yes,No,1
7,1183.84,8225.43,Month-to-month,Fiber optic,No,Yes,Electronic check,1,Yes,Yes,1
72,1112.52,80108.75,One year,Fiber optic,No,No,Electronic check,0,No,Yes,0
15,975.06,14655.79,One year,DSL,No,Yes,Electronic check,0,No,No,1
39,761.14,29757.52,Month-to-month,Fiber optic,Yes,Yes,Electronic check,1,No,No,0
19,973.96,18539.5,Month-to-month,DSL,Yes,No,Electronic check,0,Yes,Yes,0
1,587.93,649.95,Two year,No,No,No,Credit card,0,Yes,No,0
24,1056.67,25308.4,Two year,DSL,No,Yes,Electronic check,0,No,No,0
72,1294.84,93212.47,Month-to-month,DSL,No,Yes,Bank transfer,0,Yes,Yes,0
22,1121.18,24687.5,Two year,DSL,No,Yes,Mailed check,0,No,No,0
41,581.12,23883.94,Month-to-month,No,No,No,Bank transfer,0,No,No,0
51,908.43,46322.42,Month-to-month,Fiber optic,No,No,Bank transfer,0,No,No,1
6,412.06,2468.22,Two year,No,No,No,Electronic check,1,Yes,No,0
5,971.72,4892.94,Month-to-month,Fiber optic,No,Yes,Credit card,0,No,No,1
22,935.18,20517.69,Month-to-month,DSL,No,No,Mailed check,0,No,Yes,0
12,239.06,2949.03,Month-to-month,DSL,No,Yes,Credit card,1,Yes,Yes,1
43,451.46,19369.03,Two year,Fiber optic,No,Yes,Mailed check,0,Yes,No,0
55,715.06,39232.28,Two year,Fiber optic,No,Yes,Credit card,0,Yes,No,0
10,709.74,7097.92,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,Yes,No,1
6,437.16,2707.86,Month-to-month,DSL,Yes,No,Credit card,0,No,No,0
36,916.69,33030.29,Month-to-month,No,No,Yes,Mailed check,0,No,No,1
7,875.44,6165.65,One year,DSL,Yes,No,Mailed check,0,No,No,1
41,741.72,30412.56,Month-to-month,No,Yes,No,Bank transfer,0,No,No,0
13,573.26,7444.79,One year,DSL,No,Yes,Credit card,0,No,No,0
26,1114.61,28902.67,Month-to-month,Fiber optic,No,Yes,Credit card,0,Yes,Yes,1
2,1296.62,2480.27,Month-to-month,DSL,No,No,Electronic check,0,No,No,1
23,654.93,15073.24,Month-to-month,Fiber optic,No,No,Credit card,0,No,No,1
14,616.35,8694.53,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,No,1
21,947.36,19911.81,Two year,Fiber optic,No,Yes,Mailed check,0,No,No,0
4,692.59,2801.54,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,Yes,1
32,758.18,24340.97,Month-to-month,Fiber optic,No,Yes,Electronic check,1,No,No,1
47,1021.9,48045.55,Month-to-month,Fiber optic,No,No,Credit card,1,No,No,0
5,227.19,1129.83,Month-to-month,No,No,Yes,Electronic check,1,Yes,No,1
2,1195.49,2350.06,Month-to-month,DSL,Yes,No,Bank transfer,0,No,No,1
0,821.8,101.11,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,No,Yes,1
24,676.55,16263.58,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,No,1
22,773.23,16963.87,One year,Fiber optic,Yes,Yes,Electronic check,0,Yes,No,1
18,788.73,14138.56,Month-to-month,Fiber optic,No,No,Bank transfer,0,No,No,1
6,280.64,1746.49,Month-to-month,DSL,No,Yes,Electronic check,0,Yes,No,1
11,1248.48,13681.42,Two year,DSL,No,No,Credit card,0,Yes,No,1
21,812.4,17153.04,Month-to-month,DSL,No,Yes,Credit card,0,No,Yes,0
16,932.9,14788.59,Month-to-month,DSL,No,Yes,Electronic check,1,No,No,1
72,1085.46,78224.6,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,No,Yes,0
3,493.65,1505.3,Month-to-month,Fiber optic,No,Yes,Mailed check,0,Yes,No,1
28,942.04,26383.09,One year,No,No,No,Bank transfer,0,Yes,Yes,0
12,719.71,8627.72,Month-to-month,Fiber optic,No,Yes,Electronic check,1,Yes,Yes,1
13,1054.03,13796.94,One year,DSL,No,No,Electronic check,0,Yes,No,0
30,200.0,6035.35,Month-to-month,No,Yes,Yes,Mailed check,1,Yes,No,0
28,770.27,21522.45,Month-to-month,No,Yes,Yes,Credit card,0,No,No,0
72,619.15,44493.13,One year,Fiber optic,Yes,Yes,Mailed check,0,No,No,0
3,929.68,2797.9,Month-to-month,Fiber optic,No,Yes,Mailed check,0,Yes,No,1
2,941.01,1881.97,One year,No,No,No,Credit card,0,Yes,No,0
30,587.71,17555.37,Month-to-month,Fiber optic,No,No,Bank transfer,1,No,No,1
20,586.35,11724.19,One year,No,No,Yes,Bank transfer,1,No,No,0
7,766.8,5338.91,Month-to-month,DSL,No,Yes,Bank transfer,0,Yes,No,1
1,531.01,531.47,Two year,DSL,No,No,Credit card,0,No,No,0
2,1052.6,2141.49,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,Yes,No,0
53,689.24,36604.24,Two year,Fiber optic,Yes,No,Credit card,1,Yes,Yes,0
5,200.0,1045.44,Month-to-month,No,No,Yes,Bank transfer,0,Yes,No,1
9,687.55,6151.91,One year,No,No,Yes,Bank transfer,0,No,Yes,1
6,488.44,2949.07,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,No,1
10,310.62,3109.33,Two year,DSL,No,No,Electronic check,0,Yes,Yes,1
1,428.77,362.17,Month-to-month,No,No,Yes,Credit card,0,Yes,No,1
17,832.82,14177.89,Month-to-month,Fiber optic,Yes,No,Electronic check,0,No,Yes,1
1,1198.59,1291.43,Month-to-month,DSL,Yes,No,Bank transfer,0,Yes,No,1
38,893.96,33971.92,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,No,0
6,618.05,3628.58,Month-to-month,Fiber optic,No,Yes,Credit card,0,Yes,No,1
18,936.77,16863.4,Two year,Fiber optic,Yes,Yes,Electronic check,0,Yes,No,0
50,662.27,33052.96,Two year,Fiber optic,Yes,Yes,Credit card,0,No,No,0
25,591.62,14833.68,Month-to-month,DSL,Yes,No,Bank transfer,0,Yes,No,0
18,453.69,8192.68,Two year,No,No,Yes,Electronic check,0,Yes,No,0
9,274.45,2461.52,Month-to-month,Fiber optic,No,No,Mailed check,1,No,No,1
9,683.02,6130.65,Month-to-month,Fiber optic,Yes,No,Electronic check,0,Yes,No,1
26,847.42,22022.21,One year,DSL,Yes,Yes,Electronic check,1,Yes,No,0
72,771.01,55513.34,One year,Fiber optic,Yes,Yes,Mailed check,1,Yes,No,0
26,675.21,17516.85,Two year,DSL,No,No,Electronic check,0,No,No,0
19,516.28,9739.86,Month-to-month,DSL,Yes,No,Credit card,0,No,Yes,1
31,982.47,30513.62,One year,Fiber optic,No,No,Electronic check,0,No,No,0
15,404.86,6053.64,Month-to-month,DSL,Yes,Yes,Bank transfer,0,No,No,1
1,1032.81,1041.16,Month-to-month,Fiber optic,Yes,Yes,Mailed check,0,No,No,1
19,499.33,9501.63,Month-to-month,DSL,No,Yes,Bank transfer,0,No,No,1
72,574.27,41363.5,Two year,Fiber optic,No,No,Mailed check,0,No,No,0
